condition	systematic_id	better_than_wild_type	severity	allele_type	expression	evidence	file	sheet_name
EMMphlox-Control	SPAC3H1.08c	False	fitness_log2(-0.0668)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC3H5.08c	False	fitness_log2(-0.083)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC3H5.10	False	fitness_log2(-0.053)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC3H8.03	False	fitness_log2(-0.107)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC4H3.07c	False	fitness_log2(-0.183)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC821.05	False	fitness_log2(-0.103)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC821.07c	True	fitness_log2(0.202)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPAC8C9.06c	False	fitness_log2(-1.92)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC1105.05	False	fitness_log2(-0.102)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC1105.14	True	fitness_log2(0.155)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC1198.11c	False	fitness_log2(-0.295)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC11B10.10c	False	fitness_log2(-0.132)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC14C8.15	False	fitness_log2(-0.0748)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC16A3.08c	False	fitness_log2(-0.115)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC16D10.08c	False	fitness_log2(-0.0721)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC17G9.07	False	fitness_log2(-0.154)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC1861.02	True	fitness_log2(0.0979)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC18H10.02	False	fitness_log2(-0.414)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC1D7.03	False	fitness_log2(-0.215)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC25B2.04c	False	fitness_log2(-0.193)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC30D10.10c	False	fitness_log2(-0.0641)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC30D10.13c	False	fitness_log2(-0.622)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC36.07	False	fitness_log2(-0.0668)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC3H7.03c	False	fitness_log2(-0.13)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC3H7.10	False	fitness_log2(-0.156)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC409.07c	False	fitness_log2(-0.0772)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC4F6.08c	False	fitness_log2(-0.156)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC660.10	False	fitness_log2(-0.0695)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBC725.11c	False	fitness_log2(-0.0528)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPBP22H7.04	False	fitness_log2(-0.0472)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPCC13B11.01	False	fitness_log2(-0.0472)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPCC1494.08c	False	fitness_log2(-0.0684)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPCC16C4.11	False	fitness_log2(-0.0557)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPCC1753.02c	False	fitness_log2(-0.163)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
EMMphlox-Control	SPCC4G3.12c	False	fitness_log2(-0.0502)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_benign
YESphlox-Control	SPAC1071.07c	True	fitness_log2(0.187)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC140.01	False	fitness_log2(-0.0192)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC1610.02c	True	fitness_log2(0.21)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC16E8.01	True	fitness_log2(0.0435)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC17H9.04c	True	fitness_log2(0.0833)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC1805.07c	True	fitness_log2(0.134)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC19B12.07c	False	fitness_log2(-0.025)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC19G12.15c	True	fitness_log2(0.066)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC1F8.06	False	fitness_log2(-0.0165)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC227.17c	True	fitness_log2(0.198)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC23C4.09c	False	fitness_log2(-0.0244)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC23D3.04c	True	fitness_log2(0.195)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC27E2.03c	True	fitness_log2(0.196)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC29A4.20	True	fitness_log2(0.208)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC2F3.18c	False	fitness_log2(-0.0246)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC3A11.10c	False	fitness_log2(-0.0271)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC3A12.13c	True	fitness_log2(0.194)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC3H5.08c	True	fitness_log2(0.0371)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC3H5.10	True	fitness_log2(0.153)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC637.07	True	fitness_log2(0.209)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAC821.05	True	fitness_log2(0.185)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPAP27G11.12	False	fitness_log2(-0.0194)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC106.10	True	fitness_log2(0.185)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC1105.14	True	fitness_log2(0.0471)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC1198.07c	False	fitness_log2(-0.0193)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC1198.11c	True	fitness_log2(0.0384)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC11B10.10c	True	fitness_log2(0.0467)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC14C8.16c	True	fitness_log2(0.197)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC16D10.08c	False	fitness_log2(-0.0162)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC17G9.07	True	fitness_log2(0.171)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC18E5.10	True	fitness_log2(0.0487)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC18H10.02	True	fitness_log2(0.0754)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC18H10.04c	True	fitness_log2(0.0285)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC215.05	True	fitness_log2(0.135)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC30D10.10c	True	fitness_log2(0.191)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC31E1.01c	False	fitness_log2(-0.0155)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC32H8.03	False	fitness_log2(-0.0184)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC36.07	True	fitness_log2(0.204)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC3B8.02	True	fitness_log2(0.214)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC3H7.03c	True	fitness_log2(0.181)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC3H7.10	True	fitness_log2(0.192)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC409.07c	True	fitness_log2(0.209)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBC646.09c	True	fitness_log2(0.204)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPBP8B7.31	False	fitness_log2(-0.0204)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC1259.02c	True	fitness_log2(0.202)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC13B11.01	True	fitness_log2(0.186)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC16C4.11	True	fitness_log2(0.181)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC1753.02c	True	fitness_log2(0.148)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC188.02	True	fitness_log2(0.19)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC18B5.03	False	fitness_log2(-0.0166)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC24B10.18	False	fitness_log2(-0.0231)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
YESphlox-Control	SPCC553.01c	True	fitness_log2(0.193)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1071.07c	True	fitness_log2(0.128)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1071.09c	False	fitness_log2(-0.0206)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC10F6.14c	False	fitness_log2(-0.0234)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC13A11.06	False	fitness_log2(-0.0123)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC13F5.03c	False	fitness_log2(-0.00603)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC13F5.04c	False	fitness_log2(-0.0159)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC140.01	False	fitness_log2(-0.0212)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1556.02c	False	fitness_log2(-0.039)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC15A10.10	False	fitness_log2(-0.00739)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC16.01	False	fitness_log2(-0.0299)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1610.02c	True	fitness_log2(0.136)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1687.15	False	fitness_log2(-0.00509)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC16E8.01	True	fitness_log2(0.0673)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC17A2.02c	False	fitness_log2(-0.00544)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC17H9.06c	False	fitness_log2(-0.0118)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1805.07c	True	fitness_log2(0.095)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1834.09	False	fitness_log2(-0.0233)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC19B12.07c	False	fitness_log2(-0.0362)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1A6.04c	False	fitness_log2(-0.00711)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC1B9.02c	False	fitness_log2(-0.0141)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC20H4.03c	False	fitness_log2(-0.0317)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC227.17c	True	fitness_log2(0.132)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC22A12.06c	False	fitness_log2(-0.0298)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC22E12.14c	False	fitness_log2(-0.00576)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC23A1.06c	False	fitness_log2(-0.00627)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC23C11.08	True	fitness_log2(0.119)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC23C4.09c	False	fitness_log2(-0.021)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC23D3.04c	True	fitness_log2(0.128)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC23G3.05c	False	fitness_log2(-0.0115)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC23H4.09	False	fitness_log2(-0.0127)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC24H6.04	False	fitness_log2(-0.00561)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC25A8.03c	False	fitness_log2(-0.0233)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC26F1.12c	False	fitness_log2(-0.0125)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC27E2.03c	True	fitness_log2(0.129)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC29A4.20	True	fitness_log2(0.144)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC2F3.18c	False	fitness_log2(-0.0382)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3A11.10c	False	fitness_log2(-0.04)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3A11.11c	False	fitness_log2(-0.011)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3A12.03c	False	fitness_log2(-0.00478)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3A12.13c	True	fitness_log2(0.151)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3G6.03c	False	fitness_log2(-0.0137)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3G6.05	False	fitness_log2(-0.0344)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3H1.03	False	fitness_log2(-0.0259)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3H1.08c	True	fitness_log2(0.0465)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3H1.11	False	fitness_log2(-0.00658)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3H5.10	True	fitness_log2(0.0666)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC3H8.03	False	fitness_log2(-0.00742)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC4G9.14	False	fitness_log2(-0.0165)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC4H3.04c	False	fitness_log2(-0.0206)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC521.03	False	fitness_log2(-0.011)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC57A7.09	False	fitness_log2(-0.0144)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC589.07c	False	fitness_log2(-0.00802)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC637.07	True	fitness_log2(0.148)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC652.01	False	fitness_log2(-0.0224)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC694.02	False	fitness_log2(-0.00568)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC6F6.13c	False	fitness_log2(-0.0188)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC6G10.10c	False	fitness_log2(-0.0307)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC806.04c	False	fitness_log2(-0.0176)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC821.05	True	fitness_log2(0.126)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC823.09c	False	fitness_log2(-0.0175)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC8C9.16c	False	fitness_log2(-0.023)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAC8F11.03	False	fitness_log2(-0.0537)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPACUNK4.13c	False	fitness_log2(-0.00515)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPACUNK4.16c	False	fitness_log2(-0.0192)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPACUNK4.17	False	fitness_log2(-0.0301)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAP27G11.12	False	fitness_log2(-0.00609)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAP8A3.04c	False	fitness_log2(-0.0146)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAPB1E7.11c	False	fitness_log2(-0.0115)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPAPB24D3.08c	False	fitness_log2(-0.0212)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC106.10	True	fitness_log2(0.124)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC1105.05	False	fitness_log2(-0.0251)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC1105.14	True	fitness_log2(0.061)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC119.16c	False	fitness_log2(-0.0102)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC1198.07c	False	fitness_log2(-0.0168)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC14C8.15	False	fitness_log2(-0.0264)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC14C8.16c	True	fitness_log2(0.133)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC14F5.10c	False	fitness_log2(-0.022)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC1539.02	False	fitness_log2(-0.0141)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC15D4.05	False	fitness_log2(-0.0139)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC16D10.08c	False	fitness_log2(-0.0272)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC16H5.14c	False	fitness_log2(-0.016)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC17G9.07	True	fitness_log2(0.13)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC18A7.01	False	fitness_log2(-0.0115)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC18H10.02	True	fitness_log2(0.191)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC18H10.05	False	fitness_log2(-0.0167)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC1D7.03	False	fitness_log2(-0.027)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC20F10.03	False	fitness_log2(-0.00877)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC215.05	True	fitness_log2(0.0493)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC215.06c	False	fitness_log2(-0.00802)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC21C3.03	False	fitness_log2(-0.0346)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC21C3.08c	False	fitness_log2(-0.016)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC2D10.03c	False	fitness_log2(-0.0102)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC2D10.05	False	fitness_log2(-0.00542)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC2G2.06c	False	fitness_log2(-0.00945)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC30D10.10c	True	fitness_log2(0.12)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC30D10.13c	True	fitness_log2(0.14)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC31E1.01c	False	fitness_log2(-0.0115)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC32H8.03	False	fitness_log2(-0.0199)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
EMMphlox-Control	SPBC36.07	True	fitness_log2(0.117)	deletion	null	ECO:0005004	data/elife-76000-supp4-v2.xlsx	viability_benign
